4651
b0115	125694	127586	125679	1	1	119	119
b0116	127911	129335	127586	1	1	120	120
b0117	129406	131259	129335	2	1	121	121
b0118	131614	134211	131259	1	1	122	122
b0119	134387	134749	134211	1	1	123	123
b0120	134787	135581	134749	2	1	124	124
b0121	135597	136463	135581	2	1	125	125
b0122	136569	136916	136463	2	1	126	126
b0123	137082	138632	136916	1	1	127	127
b0124	138834	141224	138632	2	1	128	128
b0125	141430	141966	141224	1	1	129	129
b0126	142007	142669	141966	2	1	130	130
b0127	142778	143704	142669	1	1	131	131
b0128	143701	144471	143704	1	1	132	132
b0129	144576	145016	144471	1	1	133	133
b0130	145080	146309	145016	1	1	134	134
b0131	146313	146693	146309	2	1	135	135
b0132	146967	147869	146693	1	1	136	136
b0133	147943	148794	147869	2	1	137	137
b0134	148806	149600	148794	2	1	138	138
b0135	149714	150952	149600	2	1	139	139
b0136	151002	151598	150952	2	1	140	140
b0137	151625	152230	151598	2	1	141	141
b0138	152242	152811	152230	2	1	142	142
b0139	152828	155425	152811	2	1	143	143
b0140	155460	156200	155425	2	1	144	144
b0141	156298	156882	156200	2	1	145	145
b0142	157252	157731	156882	2	1	146	146
b0143	157728	159125	157731	2	1	147	147
b0144	159185	160111	159125	2	1	148	148
b0145	160148	160603	160111	2	1	149	149
b0146	160781	161485	160603	2	1	150	150
b0147	161500	162030	161485	2	1	151	151
b0148	162104	164533	162030	1	1	152	152
b0149	164729	167263	164533	1	1	153	153
b0150	167483	169726	167263	1	1	154	154
b0151	169777	170574	169726	1	1	155	155
b0152	170574	171464	170574	1	1	156	156
b0153	171461	173443	171464	1	1	157	157
b0154	173601	174881	173443	2	1	158	158
b4765	175047	175094	174881	1	1	159	159
b0155	175106	176527	175094	1	1	160	160
b4728	176551	176616	176527	1	1	161	161
b0156	176609	176953	176616	1	1	162	162
b0157	177000	177623	176953	2	1	163	163
b0158	177661	178461	177623	2	1	164	164
b0159	178454	179152	178461	2	1	165	165
b0160	179236	180753	179152	1	1	166	166
b0161	180883	182307	180753	1	1	167	167
b0162	182462	183619	182307	1	1	168	168
b0163	183708	184094	183619	2	1	169	169
b0164	184256	185068	184094	2	1	170	170
b0166	185122	185946	185068	2	1	171	171
b0167	185977	188649	185946	2	1	172	172
b0168	188711	189505	188649	2	1	173	173
b4414	189711	189846	189505	1	1	174	174
b0169	189873	190598	189846	1	1	175	175
b0170	190856	191707	190598	1	1	176	176
b0171	191854	192579	191707	1	1	177	177
b0172	192871	193428	192579	1	1	178	178
b0173	193520	194716	193428	1	1	179	179
b4809	194783	194843	194716	1	1	180	180
b0174	194902	195663	194843	1	1	181	181
b0175	195676	196533	195663	1	1	182	182
b0176	196545	197897	196533	1	1	183	183
b0177	197927	200359	197897	1	1	184	184
b0178	200481	200966	200359	1	1	185	185
b0179	200970	201995	200966	1	1	186	186
b0180	202100	202555	201995	1	1	187	187
b0181	202559	203347	202555	1	1	188	188
b0182	203347	204495	203347	1	1	189	189
b0183	204492	205088	204495	1	1	190	190
b0184	205125	208607	205088	1	1	191	191
b0185	208620	209579	208607	1	1	192	192
b0186	209678	211819	209579	1	1	193	193
b0187	211876	212265	211819	1	1	194	194
b0188	212330	213628	212265	1	1	195	195
b0189	213677	213931	213628	2	1	196	196
b4406	213924	214124	213931	2	1	197	197
b0190	214290	214835	214124	1	1	198	198
b0191	214832	215254	214835	1	1	199	199
b0192	215268	215978	215254	1	1	200	200
b0193	216178	217002	215978	2	1	201	201
b0194	217056	218774	217002	2	1	202	202
b0195	218886	219593	218774	2	1	203	203
b0196	219590	219994	219593	2	1	204	204
b0197	220112	220927	219994	2	1	205	205
b0198	220967	221620	220927	2	1	206	206
b0199	221613	222644	221620	2	1	207	207
b0200	222832	223407	222644	1	1	208	208
b0201	223770	225311	223407	1	1	209	209
b0202	225380	225456	225311	1	1	210	210
b0203	225499	225574	225456	1	1	211	211
b0204	225758	228661	225574	1	1	212	212
b0205	228755	228874	228661	1	1	213	213
b0206	228927	229003	228874	1	1	214	214
b0207	229166	229969	229003	1	1	215	215
b0208	229966	230880	229969	2	1	216	216
b0209	231121	231921	230880	1	1	217	217
b0210	231925	232548	231921	1	1	218	218
b0211	232596	233954	232548	2	1	219	219
b0212	234026	234781	233954	2	1	220	220
b4815	234287	234319	234781	1	1	221	221
b0213	234815	235537	234781	1	1	222	222
b0214	235534	236001	235537	2	1	223	223
b0215	236066	236797	236001	1	1	224	224
b0216	236930	237006	236797	1	1	225	225
b0217	237334	238119	237006	1	1	226	226
b4586	238256	238735	238119	2	1	227	227
b0218	238745	239083	238735	2	1	228	228
b4503	239189	239377	239083	1	1	229	229
b0219	239418	240188	239377	2	1	230	230
b0220	240342	240815	240188	1	1	231	231
b0221	240858	243302	240815	2	1	232	232
b0222	243542	244120	243302	1	1	233	233
b0223	244326	245093	244120	1	1	234	234
b0224	245064	245804	245093	2	1	235	235
b0225	245960	246238	245804	2	1	236	236
b0226	246241	246501	246238	2	1	237	237
b0227	246711	247460	246501	1	1	238	238
b0228	247636	248133	247460	1	1	239	239
b0229	248357	250069	248133	2	1	240	240
b0230	250071	250826	250069	1	1	241	241
b0231	250897	251952	250826	1	1	242	242
b0232	252004	252297	251952	1	1	243	243
b0233	252300	252698	252297	1	1	244	244
b0234	252708	253160	252698	1	1	245	245
b0235	253466	253732	253160	1	1	246	246
b0236	253701	254201	253732	1	1	247	247
b0237	254258	255715	254201	2	1	248	248
b0238	255976	256434	255715	1	1	249	249
b0239	256526	257770	256434	1	1	250	250
b0240	257828	259005	257770	1	1	251	251
b4710	257922	258425	259005	2	1	252	252
b4709	258344	258619	259005	2	1	253	253
b0241	259044	260099	259005	2	1	254	254
b0242	260387	261490	260099	1	1	255	255
b0243	261502	262755	261490	1	1	256	256
b0244	262870	262945	262755	1	1	257	257
b4626	263149	263211	262945	2	1	258	258
b0245	263327	263668	263211	2	1	259	259
b0246	263689	264006	263668	2	1	260	260
b4504	264025	264246	264006	2	1	261	261
b0247	264255	264731	264246	2	1	262	262
b0248	264747	265205	264731	2	1	263	263
b0249	265303	265542	265205	2	1	264	264
b0250	265619	266086	265542	2	1	265	265
b0251	266109	266552	266086	2	1	266	266
b4627	266552	266773	266552	2	1	267	267
b4628	266775	266966	266773	2	1	268	268
b0252	267183	268004	266966	2	1	269	269
b0253	268096	268959	268004	2	1	270	270
b0254	269288	270181	268959	2	1	271	271
b4587	270277	272189	270181	1	1	272	272
b0256	270602	271753	272189	1	1	273	273
b4690	272579	272653	272189	1	1	274	274
b0258	272846	273991	272653	1	1	275	275
b0259	274100	275080	273991	2	1	276	276
b0260	275324	276727	275080	1	1	277	277
b0261	276714	277646	276727	1	1	278	278
b0262	277755	278801	277646	2	1	279	279
b0263	278813	279161	278801	2	1	280	280
b0264	279177	279680	279161	2	1	281	281
b0265	279599	279874	279680	2	1	282	282
b4708	279930	280103	279874	1	1	283	283
b4505	280113	280361	280103	2	1	284	284
b0266	280384	280734	280361	2	1	285	285
b0267	280828	281982	280734	2	1	286	286
b0268	282277	283185	281982	1	1	287	287
b0269	283200	285167	283185	1	1	288	288
b0270	285394	286776	285167	1	1	289	289
b0271	286788	288398	286776	1	1	290	290
b0272	288403	289161	288398	2	1	291	291
b0273	289300	290304	289161	2	1	292	292
b4766	290274	290369	290304	2	1	293	293
b4688	290509	290637	290369	1	1	294	294
b0274	290648	291151	290637	2	1	295	295
b0275	291070	291345	291151	2	1	296	296
b0276	291499	292230	291345	1	1	297	297
b0277	292321	292947	292230	2	1	298	298
b0278	293219	293917	292947	2	1	299	299
b0279	293944	294798	293917	2	1	300	300
b4729	294917	295141	294798	2	1	301	301
b0280	295138	295578	295141	2	1	302	302
b0281	295695	297095	295578	2	1	303	303
b0282	297380	297790	297095	2	1	304	304
b0283	297769	298725	297790	2	1	305	305
b0284	298735	300933	298725	2	1	306	306
b0285	300930	301886	300933	2	1	307	307
b0286	301883	302572	301886	2	1	308	308
b0287	302990	303604	302572	1	1	309	309
b0288	303852	304181	303604	2	1	310	310
b0289	304494	305204	304181	2	1	311	311
b0290	305173	306816	305204	2	1	312	312
b0291	306806	309331	306816	2	1	313	313
b0292	309357	310025	309331	2	1	314	314
b0293	310083	310670	310025	2	1	315	315
b0294	310745	311335	310670	2	1	316	316
b0295	312111	312338	311335	1	1	317	317
b4506	312373	312513	312338	2	1	318	318
b0296	312513	312776	312513	2	1	319	319
b4671	313140	313241	312776	2	1	320	320
b4630	313715	313804	313241	2	1	321	321
b0297	314356	315243	313804	1	1	322	322
b0298	315290	315589	315243	1	1	323	323
b0299	315586	316452	315589	1	1	324	324
b0300	316449	317135	316452	2	1	325	325
b4631	317438	317566	317135	1	1	326	326
b0301	317725	318318	317566	2	1	327	327
b0303	318330	318566	318318	2	1	328	328
b0304	318675	320000	318566	2	1	329	329
b0305	320226	321080	320000	1	1	330	330
b0306	321607	322326	321080	1	1	331	331
b0307	322337	323764	322326	1	1	332	332
b0308	323757	324452	323764	1	1	333	333
b0310	324695	325363	324452	2	1	334	334
b0311	325576	327246	325363	2	1	335	335
b0312	327260	328732	327246	2	1	336	336
b0313	328746	329333	328732	2	1	337	337
b0314	329462	331495	329333	1	1	338	338
b4730	331801	331875	331495	1	1	339	339
b0315	332370	333458	331875	1	1	340	340
b0316	333500	334432	333458	2	1	341	341
b0317	334524	335021	334432	2	1	342	342
b0318	335279	335884	335021	1	1	343	343
b0319	335924	336787	335884	1	1	344	344
b0320	336777	338324	336787	1	1	345	345
b0321	338324	339742	338324	1	1	346	346
b0322	339768	340088	339742	1	1	347	347
b0323	340164	341114	340088	1	1	348	348
b0324	341124	342506	341114	1	1	349	349
b0325	342883	343932	342506	1	1	350	350
b0326	344175	344990	343932	1	1	351	351
b4845	345251	345433	344990	1	1	352	352
b0327	345403	345648	345433	1	1	353	353
b0328	345665	346336	345648	2	1	354	354
b0329	346483	346758	346336	1	1	355	355
b0330	346856	348442	346758	2	1	356	356
b0331	348681	349571	348442	1	1	357	357
b0333	350011	351180	349571	1	1	358	358
b0334	351214	352665	351180	1	1	359	359
b0335	352705	354591	352665	1	1	360	360
b0336	354921	356180	354591	1	1	361	361
b0337	356170	357453	356180	1	1	362	362
b0338	357790	358689	357453	2	1	363	363
b0339	358798	359457	358689	1	1	364	364
b0340	359488	359958	359457	1	1	365	365
b0341	359991	361145	359958	1	1	366	366
b0342	361248	361859	361145	2	1	367	367
b0343	361925	363178	361859	2	1	368	368
b0344	363230	366304	363178	2	1	369	369
b0345	366427	367509	366304	2	1	370	370
b0346	367586	368419	367509	2	1	371	371
b0347	368610	370274	368419	1	1	372	372
b0348	370276	371220	370274	1	1	373	373
b0349	371238	372104	371220	1	1	374	374
b0350	372114	372923	372104	1	1	375	375
b0351	372920	373870	372923	1	1	376	376
b0352	373867	374880	373870	1	1	377	377
b0353	375458	376669	374880	1	1	378	378
b0354	376771	377310	376669	1	1	379	379
b0355	377534	378367	377310	2	1	380	380
b0356	378461	379570	378367	2	1	381	381
b0357	379605	379880	379570	2	1	382	382
b0358	380068	380841	379880	2	1	383	383
b4579	380843	382871	380841	2	1	384	384
b0360	381350	381715	382871	1	1	385	385
b0361	381673	382578	382871	1	1	386	386
b0363	382738	383934	382871	2	1	387	387
b4731	383959	384078	383934	1	1	388	388
b0364	384058	384615	384078	2	1	389	389
b0365	385231	386193	384615	1	1	390	390
b0366	386206	386973	386193	1	1	391	391
b0367	386970	387797	386973	1	1	392	392
b0368	387794	388645	387797	1	1	393	393
b0369	388752	389726	388645	2	1	394	394
b4580	390250	394417	389726	1	1	395	395
b4767	391591	391647	394417	2	1	396	396
b0372	391738	392604	394417	2	1	397	397
b0373	392601	392900	394417	2	1	398	398
b0375	394505	395128	394417	1	1	399	399
b0376	395129	396286	395128	2	1	400	400
b0377	396638	397858	396286	1	1	401	401
b0378	397871	398965	397858	1	1	402	402
b0379	399024	399332	398965	2	1	403	403
b0380	399592	399804	399332	1	1	404	404
b0381	399828	400922	399804	2	1	405	405
b0382	401385	401645	400922	1	1	406	406
b0383	401746	403161	401645	1	1	407	407
b0384	403280	403600	403161	1	1	408	408
b0385	403702	404817	403600	1	1	409	409
b0386	404834	405643	404817	2	1	410	410
b0387	405763	406221	405643	1	1	411	411
b0388	406404	406928	406221	1	1	412	412
b0389	406978	407169	406928	1	1	413	413
b0390	407427	408104	407169	1	1	414	414
b0391	408176	408460	408104	1	1	415	415
b0392	408608	408949	408460	1	1	416	416
b4732	408946	409029	408949	1	1	417	417
b0393	409107	410018	409029	2	1	418	418
b0394	410143	411051	410018	1	1	419	419
b0396	411296	412480	411051	2	1	420	420
b0397	412606	415752	412480	2	1	421	421
b0398	415749	416951	415752	2	1	422	422
b0399	417141	417830	416951	1	1	423	423
b0400	417888	419183	417830	1	1	424	424
b0401	419590	420909	419183	1	1	425	425
b0402	420985	422358	420909	1	1	426	426
b0403	422517	424331	422358	1	1	427	427
b0404	424336	424917	424331	2	1	428	428
b0405	425010	426080	424917	1	1	429	429
b0406	426136	427263	426080	1	1	430	430
b0407	427286	427618	427263	1	1	431	431
b0408	427646	429493	427618	1	1	432	432
b0409	429504	430475	429493	1	1	433	433
b0410	430604	430951	430475	1	1	434	434
b0411	431128	432012	430951	2	1	435	435
b0412	432311	432850	432012	2	1	436	436
b0413	433001	433450	432850	1	1	437	437
b0414	433454	434557	433450	1	1	438	438
b0415	434646	435116	434557	1	1	439	439
b0416	435136	435555	435116	1	1	440	440
b0417	435633	436610	435555	1	1	441	441
b0418	436588	437106	436610	1	1	442	442
b0419	437160	438134	437106	2	1	443	443
b0420	438314	440176	438134	2	1	444	444
b0421	440201	441100	440176	2	1	445	445
b0422	441100	441342	441100	2	1	446	446
b0423	441548	442996	441342	1	1	447	447
b0424	443050	443640	442996	2	1	448	448
b0425	443603	444514	443640	2	1	449	449
b0426	444682	445173	444514	1	1	450	450
b0427	445301	446665	445173	2	1	451	451
b0428	446814	447704	446665	2	1	452	452
b0429	447716	448045	447704	2	1	453	453
b0430	448045	448659	448045	2	1	454	454
b0431	448649	450640	448659	2	1	455	455
b0432	450662	451609	450640	2	1	456	456
b0433	452069	453544	451609	2	1	457	457
b0434	453588	454166	453544	2	1	458	458
b0435	454471	454788	454166	1	1	459	459
b0436	455132	456430	454788	1	1	460	460
b0437	456676	457299	456430	1	1	461	461
b0438	457425	458699	457299	1	1	462	462
b0439	458887	461241	458699	1	1	463	463
b0440	461450	461722	461241	1	1	464	464
b0441	461914	463785	461722	1	1	465	465
b0442	463936	464307	463785	1	1	466	466
b0443	464401	464799	464307	1	1	467	467
b0444	464851	465546	464799	2	1	468	468
b0445	465611	467311	465546	2	1	469	469
b0446	467411	468229	467311	1	1	470	470
b0447	468382	468840	468229	1	1	471	471
b0448	468870	470642	468840	1	1	472	472
b0449	470635	472416	470642	1	1	473	473
b0450	472597	472935	472416	1	1	474	474
b0451	472965	474251	472935	1	1	475	475
b0452	474300	475160	474251	2	1	476	476
b0453	475378	475950	475160	1	1	477	477
b0454	475981	476370	475950	2	1	478	478
b0455	476447	476560	476370	1	1	479	479
b0456	476671	477024	476560	1	1	480	480
b0457	477066	478616	477024	2	1	481	481
b0458	478780	479250	478616	2	1	482	482
b0459	479366	479917	479250	2	1	483	483
b0460	480089	480307	479917	2	1	484	484
b0461	480333	480707	480307	2	1	485	485
b0462	481253	484402	480707	2	1	486	486
b0463	484425	485618	484402	2	1	487	487
b0464	485760	486407	485618	1	1	488	488
b0465	486535	489897	486407	1	1	489	489
b0466	490109	490270	489897	2	1	490	490
b0467	490284	490811	490270	2	1	491	491
b0468	490881	491258	490811	1	1	492	492
b0469	491411	491962	491258	1	1	493	493
b0470	492091	494022	491962	1	1	494	494
b0471	494075	494404	494022	1	1	495	495
b0472	494404	495009	494404	1	1	496	496
b0473	495119	496993	495009	1	1	497	497
b0474	497174	497818	496993	1	1	498	498
b0475	498054	499016	497818	1	1	499	499
b0476	499013	499972	499016	2	1	500	500
b0477	500124	501428	499972	1	1	501	501
b0478	501561	503237	501428	2	1	502	502
b0479	503475	504695	503237	2	1	503	503
b0480	504913	506565	504695	1	1	504	504
b0481	506602	507081	506565	2	1	505	505
b4585	507203	507286	507081	1	1	506	506
b0482	507285	508079	507286	2	1	507	507
b0483	508217	508558	508079	1	1	508	508
b0484	508874	511378	508558	2	1	509	509
b0485	511640	512572	511378	1	1	510	510
b0486	512575	513867	512572	1	1	511	511
b0487	513992	514399	513867	1	1	512	512
b0488	514400	514858	514399	2	1	513	513
b0489	514855	515772	514858	2	1	514	514
b0490	515918	516595	515772	1	1	515	515
b0491	516582	517361	516595	1	1	516	516
b0492	517424	518278	517361	2	1	517	517
b0493	518339	519148	518278	2	1	518	518
b0494	519138	519764	519148	2	1	519	519
b0495	519732	520418	519764	1	1	520	520
b0496	520415	522829	520418	1	1	521	521
b0497	523260	527540	522829	1	1	522	522
b0498	527580	527948	527540	1	1	523	523
b0499	527948	528658	527948	1	1	524	524
b0501	528639	529129	528658	1	1	525	525
b4632	529496	529591	529129	1	1	526	526
b0502	529644	530015	529591	2	1	527	527
b0503	530131	531225	530015	2	1	528	528
b0504	531294	532220	531225	2	1	529	529
b0505	532450	532932	532220	1	1	530	530
b0506	533010	533825	532932	1	1	531	531
b4831	533628	533862	533825	1	1	532	532
b0507	533915	535696	533862	1	1	533	533
b0508	535709	536485	535696	1	1	534	534
b0509	536585	537463	536485	1	1	535	535
b0511	537632	539086	537463	1	1	536	536
b0512	539146	540507	539086	1	1	537	537
b0513	540564	541865	540507	1	1	538	538
b0514	541887	543032	541865	1	1	539	539
b0515	543260	544045	543032	2	1	540	540
b0516	544056	545291	544045	2	1	541	541
b0517	545313	546362	545291	2	1	542	542
b0518	546679	548346	546362	1	1	543	543
b4572	548356	549615	548346	1	1	544	544
b0520	549626	550441	549615	1	1	545	545
b0521	550438	551331	550441	1	1	546	546
b0522	551526	552593	551331	2	1	547	547
b0523	552590	553099	552593	2	1	548	548
b0524	553217	553939	553099	2	1	549	549
b0525	553942	554436	553939	2	1	550	550
b0526	554610	555995	554436	1	1	551	551
b0527	556031	556552	555995	2	1	552	552
b0528	556660	556872	556552	2	1	553	553
b0529	556874	557740	556872	2	1	554	554
b0530	558211	558753	557740	1	1	555	555
b0531	558973	559665	558753	1	1	556	556
b0532	559696	562299	559665	1	1	557	557
b0533	562335	563318	562299	1	1	558	558
b0534	563329	563844	563318	1	1	559	559
b0535	563847	564479	563844	2	1	560	560
b0536	564722	564798	564479	1	1	561	561
b0537	564814	565977	564798	2	1	562	562
b4633	565857	566078	565977	2	1	563	563
b0539	566097	566360	566078	2	1	564	564
b4508	566375	566686	566360	1	1	565	565
b0542	566683	568246	566686	1	1	566	566
b0540	566841	567140	568246	1	1	567	567
b0541	567137	568003	568246	1	1	568	568
b0543	568314	568646	568246	1	1	569	569
b4733	568694	568843	568646	1	1	570	570
b0544	568901	570427	568843	1	1	571	571
b0545	570892	571443	570427	1	1	572	572
b0546	571453	572250	571443	1	1	573	573
b4588	572367	572468	572250	1	1	574	574
b0547	572465	572920	572468	1	1	575	575
b0548	572920	573090	572920	1	1	576	576
b0549	573083	573373	573090	1	1	577	577
b0550	573370	573732	573373	1	1	578	578
b4509	573729	573869	573732	1	1	579	579
b0551	573955	574338	573869	1	1	580	580
b0553	574528	576824	574338	2	1	581	581
b0552	574736	575716	576824	2	1	582	582
b0554	577397	577612	576824	1	1	583	583
b0555	577612	578109	577612	1	1	584	584
b0556	578106	578567	578109	1	1	585	585
b4510	578326	578508	578567	1	1	586	586
b0557	578599	578892	578567	2	1	587	587
b0558	579183	579593	578892	2	1	588	588
b0559	579879	580085	579593	1	1	589	589
b4589	580250	580444	580085	2	1	590	590
b0560	580833	581378	580444	1	1	591	591
b4634	581353	581661	581378	1	1	592	592
b0561	581533	582096	581661	1	1	593	593
b0562	582151	582805	582096	2	1	594	594
b0563	582874	583059	582805	1	1	595	595
b0564	583680	584429	583059	1	1	596	596
b0565	584679	585632	584429	2	1	597	597
b0566	586146	586907	585632	2	1	598	598
b0567	587090	587980	586907	2	1	599	599
b0568	587981	590953	587980	2	1	600	600
b0569	590940	593177	590953	2	1	601	601
b0570	593327	594769	593177	2	1	602	602
b0571	594759	595442	594769	2	1	603	603
b0572	595599	596972	595442	1	1	604	604
b0573	597130	597462	596972	1	1	605	605
b0574	597478	598701	597462	1	1	606	606
b0575	598713	601856	598701	1	1	607	607
b0576	601958	603334	601856	1	1	608	608
b0577	603415	604662	603334	2	1	609	609
b0578	604770	605423	604662	2	1	610	610
b0579	605517	605885	605423	2	1	611	611
b0580	605950	606198	605885	2	1	612	612
b0581	606264	607382	606198	2	1	613	613
b4835	607732	607791	607382	2	1	614	614
b4415	607835	607987	607791	1	1	615	615
b0582	608064	609176	607987	1	1	616	616
b0583	609458	610078	609176	2	1	617	617
b0584	610253	612493	610078	2	1	618	618
b0585	612736	613938	612493	1	1	619	619
b4511	613941	614159	613938	1	1	620	620
b0586	614156	618037	614159	1	1	621	621
b0587	618253	619386	618037	1	1	622	622
b0588	619383	620198	619386	2	1	623	623
b0589	620195	621187	620198	2	1	624	624
b0590	621184	622188	621187	2	1	625	625
b0591	622299	623549	622188	1	1	626	626
b0592	623553	624509	623549	2	1	627	627
b0593	624884	626059	624509	1	1	628	628
b0594	626069	627679	626059	1	1	629	629
b0595	627693	628550	627679	1	1	630	630
b0596	628550	629296	628550	1	1	631	631
b0597	629299	629712	629296	1	1	632	632
b0598	629893	631998	629712	1	1	633	633
b4512	632181	632378	631998	1	1	634	634
b0599	632388	633476	632378	2	1	635	635
b0600	633585	634745	633476	1	1	636	636
b0601	634746	635375	634745	2	1	637	637
b0602	635348	636568	635375	2	1	638	638
b0603	636715	637617	636568	2	1	639	639
b0604	637826	638572	637617	2	1	640	640
b0605	638944	639507	638572	1	1	641	641
b0606	639752	641317	639507	1	1	642	642
b0607	641438	641866	641317	2	1	643	643
b0608	642087	643325	641866	1	1	644	644
b4734	643329	643418	643325	2	1	645	645
b0610	643556	643966	643418	2	1	646	646
b0611	644196	645002	643966	2	1	647	647
b0612	645116	646579	645002	2	1	648	648
b0613	646630	647508	646579	2	1	649	649
b0614	647483	648034	647508	2	1	650	650
b0615	648038	649570	648034	2	1	651	651
b0616	649581	650489	649570	2	1	652	652
b0617	650486	650782	650489	2	1	653	653
b0618	650797	651855	650782	2	1	654	654
b0619	652234	653892	651855	1	1	655	655
b0620	653861	654541	653892	1	1	656	656
b0621	654582	655967	654541	2	1	657	657
b0622	656556	657116	655967	1	1	658	658
b0623	657291	657500	657116	1	1	659	659
b0624	657554	657937	657500	2	1	660	660
b4581	658030	658817	657937	1	1	661	661
b0627	658946	659149	658817	1	1	662	662
b0628	659250	660215	659149	2	1	663	663
b0629	660424	661377	660215	2	1	664	664
b0630	661636	662277	661377	2	1	665	665
